 type   sat      day     hms     lat     lon     pre   spd   dir   rff    qi  int
WV     MTSAT   20131107  0513   32.06  -115.38   312   35.2  271  66.48  1.00  15
WV     MTSAT   20131107  0513   31.98  -116.11   312   33.1  273  72.47  1.00  15
WV     MTSAT   20131107  0513   31.43  -133.65   287   54.8  237  49.14  0.97  15
WV     MTSAT   20131107  0513   31.43  -133.73   300   50.6  236  47.89  0.98  15
WV     MTSAT   20131107  0513   31.47  -134.47   337   51.1  236  72.86  0.97  15
WV     MTSAT   20131107  0513   31.19  -135.23   350   47.3  234  66.06  0.98  15
WV     MTSAT   20131107  0513   31.27  -136.13   362   45.9  238  74.00  0.99  15
WV     MTSAT   20131107  0513   31.41  -136.69   350   46.0  241  60.56  0.99  15
WV     MTSAT   20131107  0513   31.50  -137.20   325   46.8  237  59.05  0.98  15
WV     MTSAT   20131107  0513   31.33  -153.16   375   19.2  270  65.18  0.86  15
WV     MTSAT   20131107  0513   31.29  -153.38   375   18.8  271  65.89  0.70  15
WV     MTSAT   20131107  0513   31.20  -155.35   375   18.6  284  74.32  0.68  15
WV     MTSAT   20131107  0513   32.04  -170.89   412   21.1  228  61.60  0.52  15
WV     MTSAT   20131107  0513   32.50  -173.15   300   37.8  203  60.66  0.99  15
WV     MTSAT   20131107  0513   31.97  -174.79   300   30.8  211  52.58  0.96  15
WV     MTSAT   20131107  0513   32.21  -175.61   287   37.4  216  68.15  0.98  15
WV     MTSAT   20131107  0513   32.52  -176.80   275   36.5  220  67.19  0.78  15
WV     MTSAT   20131107  0513   32.38  -177.51   262   33.1  228  79.59  0.94  15
WV     MTSAT   20131107  0513   32.63  -178.52   287   28.9  222  70.57  0.91  15
WV     MTSAT   20131107  0513   31.60  -107.63   325   30.0  263  61.56  0.98  15
WV     MTSAT   20131107  0513   31.64  -108.55   337   29.6  263  66.21  0.99  15
WV     MTSAT   20131107  0513   31.36  -110.34   337   32.4  270  70.35  0.98  15
WV     MTSAT   20131107  0513   31.15  -111.68   362   30.0  272  70.01  0.94  15
WV     MTSAT   20131107  0513   31.31  -116.41   337   30.5  265  51.84  0.93  15
WV     MTSAT   20131107  0513   30.74  -119.03   387   31.1  269  60.36  0.89  15
WV     MTSAT   20131107  0513   30.77  -120.77   400   29.4  271  52.92  0.92  15
WV     MTSAT   20131107  0513   30.26  -132.10   312   47.7  239  59.31  0.98  15
WV     MTSAT   20131107  0513   30.75  -133.35   350   47.2  237  71.46  1.00  15
WV     MTSAT   20131107  0513   30.79  -133.65   350   49.1  236  65.99  1.00  15
WV     MTSAT   20131107  0513   30.69  -134.48   350   46.1  235  69.38  0.99  15
WV     MTSAT   20131107  0513   30.59  -135.47   375   42.2  238  71.27  0.99  15
WV     MTSAT   20131107  0513   30.50  -153.07   375   16.5  280  66.38  0.79  15
WV     MTSAT   20131107  0513   30.71  -154.18   387   15.3  282  70.48  0.94  15
WV     MTSAT   20131107  0513   30.86  -154.61   387   16.8  283  76.13  0.71  15
WV     MTSAT   20131107  0513   30.97  -155.44   387   17.1  286  77.25  0.78  15
WV     MTSAT   20131107  0513   30.93  -155.66   387   16.9  284  70.18  0.85  15
WV     MTSAT   20131107  0513   30.96  -156.58   400   17.4  289  63.29  0.87  15
WV     MTSAT   20131107  0513   30.84  -157.01   362   20.4  295  68.95  0.99  15
WV     MTSAT   20131107  0513   30.88  -168.40   537    6.8  323  64.40  0.98  15
WV     MTSAT   20131107  0513   31.32  -169.78   462   11.1  257  61.53  0.80  15
WV     MTSAT   20131107  0513   31.66  -170.94   300   26.5  225  50.34  0.84  15
WV     MTSAT   20131107  0513   31.74  -172.35   300   35.3  205  58.78  0.88  15
WV     MTSAT   20131107  0513   31.74  -173.18   300   37.8  202  55.10  0.98  15
WV     MTSAT   20131107  0513   31.23  -174.13   287   33.2  216  76.50  0.93  15
WV     MTSAT   20131107  0513   31.65  -174.97   287   31.2  216  59.79  0.99  15
WV     MTSAT   20131107  0513   31.36  -175.52   275   31.2  222  75.77  0.99  15
WV     MTSAT   20131107  0513   31.58  -176.94   275   29.4  227  73.58  0.89  15
WV     MTSAT   20131107  0513   31.82  -177.67   275   30.6  227  64.30  0.99  15
WV     MTSAT   20131107  0513   30.76  -111.26   362   33.3  271  57.81  0.89  15
WV     MTSAT   20131107  0513   30.33  -112.39   350   31.3  281  70.23  0.97  15
WV     MTSAT   20131107  0513   30.21  -115.24   400   25.0  263  68.49  0.66  15
WV     MTSAT   20131107  0513   30.15  -118.86   400   27.4  269  70.08  0.91  15
WV     MTSAT   20131107  0513   30.38  -120.21   400   29.5  278  71.37  0.65  15
WV     MTSAT   20131107  0513   29.73  -131.59   300   48.0  239  53.34  0.99  15
WV     MTSAT   20131107  0513   29.90  -131.74   300   50.3  236  47.41  0.59  15
WV     MTSAT   20131107  0513   30.08  -132.37   337   44.1  241  63.89  0.99  15
WV     MTSAT   20131107  0513   30.16  -133.05   362   45.1  240  72.83  0.91  15
WV     MTSAT   20131107  0513   30.15  -133.74   350   44.7  236  69.18  0.99  15
WV     MTSAT   20131107  0513   30.14  -134.94   387   41.2  238  76.94  1.00  15
WV     MTSAT   20131107  0513   30.02  -149.98   350   22.5  266  62.21  0.85  15
WV     MTSAT   20131107  0513   29.85  -150.35   337   23.7  281  59.94  0.78  15
WV     MTSAT   20131107  0513   29.86  -150.91   350   19.0  273  62.25  0.66  15
WV     MTSAT   20131107  0513   29.97  -153.87   362   18.6  285  75.27  0.97  15
WV     MTSAT   20131107  0513   29.98  -154.19   362   18.7  285  72.75  0.98  15
WV     MTSAT   20131107  0513   29.81  -154.82   400   14.5  291  68.68  0.95  15
WV     MTSAT   20131107  0513   30.25  -157.30   400   17.1  305  73.61  0.87  15
WV     MTSAT   20131107  0513   30.22  -157.84   362   21.7  302  75.41  0.68  15
WV     MTSAT   20131107  0513   30.73  -168.24   525    7.2  327  60.83  0.99  15
WV     MTSAT   20131107  0513   30.86  -169.02   462    9.4  264  74.24  0.86  15
WV     MTSAT   20131107  0513   30.73  -170.12   325   15.0  242  71.35  0.57  15
WV     MTSAT   20131107  0513   30.96  -173.43   300   31.5  209  74.84  0.85  15
WV     MTSAT   20131107  0513   31.01  -174.42   275   31.6  221  77.60  0.98  15
WV     MTSAT   20131107  0513   31.10  -175.21   287   30.5  220  77.42  0.97  15
WV     MTSAT   20131107  0513   31.22  -175.56   275   31.4  224  74.32  0.98  15
WV     MTSAT   20131107  0513   30.91  -176.69   262   26.6  234  72.98  0.98  15
WV     MTSAT   20131107  0513   31.36  -177.97   287   22.9  229  67.07  1.00  15
WV     MTSAT   20131107  0513   31.39  -178.35   287   23.4  230  75.35  0.97  15
WV     MTSAT   20131107  0513   29.84  -115.35   400   27.6  262  61.76  1.00  15
WV     MTSAT   20131107  0513   29.83  -115.40   400   27.8  262  61.25  1.00  15
WV     MTSAT   20131107  0513   29.73  -119.15   387   31.1  271  64.29  0.81  15
WV     MTSAT   20131107  0513   29.69  -120.33   412   25.4  274  67.04  0.98  15
WV     MTSAT   20131107  0513   29.67  -120.79   400   29.8  273  69.97  0.96  15
WV     MTSAT   20131107  0513   29.66  -121.12   412   26.8  273  68.05  0.85  15
WV     MTSAT   20131107  0513   28.95  -132.73   387   36.7  243  71.58  1.00  15
WV     MTSAT   20131107  0513   29.48  -133.11   375   40.1  237  63.32  0.92  15
WV     MTSAT   20131107  0513   29.42  -134.18   387   36.5  242  62.14  0.99  15
WV     MTSAT   20131107  0513   29.39  -149.99   350   19.5  274  70.11  0.98  15
WV     MTSAT   20131107  0513   29.28  -155.09   387   13.3  290  71.21  0.78  15
WV     MTSAT   20131107  0513   29.77  -169.28   425   11.1  243  76.08  0.84  15
WV     MTSAT   20131107  0513   29.69  -170.39   425   20.9  215  60.66  0.83  15
WV     MTSAT   20131107  0513   30.28  -171.11   375   23.9  207  58.56  0.73  15
WV     MTSAT   20131107  0513   30.03  -172.63   300   29.6  210  62.31  0.91  15
WV     MTSAT   20131107  0513   30.15  -173.96   287   33.1  220  52.61  0.99  15
WV     MTSAT   20131107  0513   30.29  -174.70   275   29.9  225  64.25  0.93  15
WV     MTSAT   20131107  0513   29.98  -175.01   250   25.5  241  71.09  0.86  15
WV     MTSAT   20131107  0513   30.56  -176.28   262   27.7  234  72.41  0.99  15
WV     MTSAT   20131107  0513   30.53  -177.33   287   21.7  232  70.12  0.84  15
WV     MTSAT   20131107  0513   30.67  -178.06   287   23.2  232  65.51  0.95  15
WV     MTSAT   20131107  0513   29.39  -113.17   362   29.8  286  64.84  0.91  15
WV     MTSAT   20131107  0513   29.17  -116.18   400   26.5  263  65.72  0.72  15
WV     MTSAT   20131107  0513   29.14  -119.35   400   26.5  271  77.03  0.96  15
WV     MTSAT   20131107  0513   29.07  -119.92   425   21.8  269  60.59  0.87  15
WV     MTSAT   20131107  0513   28.89  -122.78   437   22.5  273  57.01  0.84  15
WV     MTSAT   20131107  0513   28.36  -130.23   337   37.4  242  53.06  0.96  15
WV     MTSAT   20131107  0513   28.49  -130.43   337   37.3  241  51.49  0.95  15
WV     MTSAT   20131107  0513   28.82  -132.61   387   36.6  244  68.05  1.00  15
WV     MTSAT   20131107  0513   28.72  -133.08   400   35.2  241  79.37  1.00  15
WV     MTSAT   20131107  0513   28.66  -134.35   412   34.5  246  62.24  1.00  15
WV     MTSAT   20131107  0513   28.61  -134.86   437   31.8  243  72.09  0.73  15
WV     MTSAT   20131107  0513   28.24  -138.64   325   30.0  248  72.90  0.94  15
WV     MTSAT   20131107  0513   28.55  -139.13   150   32.4  246  48.67  0.90  15
WV     MTSAT   20131107  0513   28.68  -139.72   150   28.3  247  46.43  0.90  15
WV     MTSAT   20131107  0513   28.77  -140.43   150   30.6  255  61.39  0.84  15
WV     MTSAT   20131107  0513   28.80  -149.07   337   20.7  262  60.34  0.50  15
WV     MTSAT   20131107  0513   28.87  -154.84   350   16.2  296  70.70  0.55  15
WV     MTSAT   20131107  0513   28.89  -155.42   375   13.3  289  68.67  0.97  15
WV     MTSAT   20131107  0513   28.58  -155.76   387   12.8  295  69.79  0.98  15
WV     MTSAT   20131107  0513   29.39  -167.91   500   10.7  283  57.86  0.85  15
WV     MTSAT   20131107  0513   29.36  -169.28   437    9.6  255  60.09  0.92  15
WV     MTSAT   20131107  0513   29.42  -169.45   412    9.7  251  59.84  0.88  15
WV     MTSAT   20131107  0513   29.04  -170.09   400   19.5  217  53.13  0.74  15
WV     MTSAT   20131107  0513   29.09  -171.05   400   25.3  201  53.28  0.86  15
WV     MTSAT   20131107  0513   29.46  -172.22   300   25.8  212  64.83  0.86  15
WV     MTSAT   20131107  0513   29.20  -173.25   287   22.0  229  59.58  0.98  15
WV     MTSAT   20131107  0513   29.16  -173.35   287   21.9  229  60.74  0.95  15
WV     MTSAT   20131107  0513   29.76  -175.13   262   25.5  235  72.51  0.72  15
WV     MTSAT   20131107  0513   29.67  -175.20   262   24.3  241  66.83  0.91  15
WV     MTSAT   20131107  0513   29.79  -176.47   225   20.1  250  56.05  0.95  15
WV     MTSAT   20131107  0513   29.95  -177.74   262   24.0  249  64.87  0.83  15
WV     MTSAT   20131107  0513   29.91  -178.56   325   21.4  238  57.39  0.99  15
WV     MTSAT   20131107  0513   28.33  -123.69   450   22.9  267  56.11  0.59  15
WV     MTSAT   20131107  0513   27.74  -130.97   400   30.8  243  78.15  0.99  15
WV     MTSAT   20131107  0513   28.17  -131.31   400   32.4  241  72.77  0.99  15
WV     MTSAT   20131107  0513   28.12  -131.65   400   32.3  241  76.11  0.99  15
WV     MTSAT   20131107  0513   27.74  -133.70   437   31.3  241  64.22  0.96  15
WV     MTSAT   20131107  0513   27.69  -134.70   350   31.4  242  75.03  0.68  15
WV     MTSAT   20131107  0513   27.73  -134.78   350   31.1  241  70.49  0.71  15
WV     MTSAT   20131107  0513   28.11  -138.60   312   30.9  248  69.09  0.99  15
WV     MTSAT   20131107  0513   27.92  -153.86   350   16.3  314  51.04  0.76  15
WV     MTSAT   20131107  0513   28.04  -155.45   362   12.4  291  66.78  0.84  15
WV     MTSAT   20131107  0513   28.32  -155.80   375   12.9  300  63.79  0.96  15
WV     MTSAT   20131107  0513   28.03  -156.41   400   11.5  286  66.57  0.53  15
WV     MTSAT   20131107  0513   28.81  -170.06   412   17.4  219  63.55  0.81  15
WV     MTSAT   20131107  0513   28.59  -171.07   387   21.2  208  56.60  0.63  15
WV     MTSAT   20131107  0513   28.68  -172.01   300   26.4  218  51.83  0.90  15
WV     MTSAT   20131107  0513   28.52  -172.37   300   25.6  221  54.16  0.97  15
WV     MTSAT   20131107  0513   29.04  -173.74   275   22.0  235  64.08  0.91  15
WV     MTSAT   20131107  0513   28.54  -174.40   237   20.5  255  62.60  0.93  15
WV     MTSAT   20131107  0513   28.86  -175.33   212   19.1  266  60.96  0.97  15
WV     MTSAT   20131107  0513   29.03  -175.92   212   20.7  264  65.47  0.92  15
WV     MTSAT   20131107  0513   29.02  -176.67   225   20.4  257  67.60  0.86  15
WV     MTSAT   20131107  0513   29.12  -178.38   350   16.7  248  63.41  0.73  15
WV     MTSAT   20131107  0513   29.18  -178.65   312   16.3  249  70.48  0.64  15
WV     MTSAT   20131107  0513   27.53  -120.94   437   23.7  273  65.76  0.76  15
WV     MTSAT   20131107  0513   27.73  -121.57   437   22.1  268  64.51  0.92  15
WV     MTSAT   20131107  0513   27.46  -129.27   400   30.2  241  57.63  0.95  15
WV     MTSAT   20131107  0513   27.54  -129.85   425   29.0  247  72.18  0.97  15
WV     MTSAT   20131107  0513   27.44  -130.45   437   26.5  245  70.65  1.00  15
WV     MTSAT   20131107  0513   27.17  -131.19   412   28.1  244  66.62  0.91  15
WV     MTSAT   20131107  0513   27.38  -155.38   362   12.2  274  55.19  0.98  15
WV     MTSAT   20131107  0513   27.33  -156.77   387   13.8  294  73.45  0.77  15
WV     MTSAT   20131107  0513   27.47  -156.97   387   14.3  294  72.96  0.72  15
WV     MTSAT   20131107  0513   27.29  -158.32   387   16.7  312  59.70  0.60  15
WV     MTSAT   20131107  0513   27.36  -159.09   400   16.0  318  65.10  0.61  15
WV     MTSAT   20131107  0513   27.76  -161.96   400   18.8  327  60.62  0.50  15
WV     MTSAT   20131107  0513   28.10  -170.16   412   14.8  228  75.20  0.87  15
WV     MTSAT   20131107  0513   28.08  -171.67   312   18.0  219  53.42  0.84  15
WV     MTSAT   20131107  0513   27.73  -172.59   300   20.5  232  68.14  0.95  15
WV     MTSAT   20131107  0513   28.27  -173.68   262   25.5  242  56.38  0.96  15
WV     MTSAT   20131107  0513   28.12  -174.22   250   22.5  257  74.15  1.00  15
WV     MTSAT   20131107  0513   28.15  -174.78   237   20.4  261  69.37  0.96  15
WV     MTSAT   20131107  0513   28.31  -176.90   287   18.3  251  74.33  0.78  15
WV     MTSAT   20131107  0513   28.43  -177.43   262   19.4  257  74.59  0.82  15
WV     MTSAT   20131107  0513   28.62  -178.42   262   17.5  259  71.73  0.56  15
WV     MTSAT   20131107  0513   26.63  -126.99   375   27.6  248  52.87  1.00  15
WV     MTSAT   20131107  0513   26.72  -127.06   375   27.5  247  51.15  0.99  15
WV     MTSAT   20131107  0513   26.79  -129.93   425   25.4  246  69.81  0.99  15
WV     MTSAT   20131107  0513   26.77  -131.77   337   30.5  248  66.86  0.82  15
WV     MTSAT   20131107  0513   26.76  -132.64   375   26.5  240  64.13  0.61  15
WV     MTSAT   20131107  0513   26.67  -138.33   275   21.7  253  64.24  0.70  15
WV     MTSAT   20131107  0513   26.71  -139.15   262   18.0  261  51.09  0.69  15
WV     MTSAT   20131107  0513   26.43  -155.57   375   12.2  275  58.14  0.94  15
WV     MTSAT   20131107  0513   26.96  -155.88   387   11.6  282  68.06  0.65  15
WV     MTSAT   20131107  0513   26.61  -157.52   387   13.8  282  58.34  0.95  15
WV     MTSAT   20131107  0513   26.79  -159.11   400   10.4  304  55.99  0.53  15
WV     MTSAT   20131107  0513   27.60  -172.64   300   20.0  234  68.23  0.97  15
WV     MTSAT   20131107  0513   27.60  -173.56   262   22.0  251  67.60  0.94  15
WV     MTSAT   20131107  0513   27.08  -173.83   350   17.1  273  55.10  0.92  15
WV     MTSAT   20131107  0513   27.77  -175.17   225   16.0  267  55.36  0.93  15
WV     MTSAT   20131107  0513   27.73  -176.11   187   18.5  258  54.74  0.87  15
WV     MTSAT   20131107  0513   27.52  -177.22   187   20.5  268  58.85  0.83  15
WV     MTSAT   20131107  0513   27.53  -177.28   187   21.0  268  56.76  0.75  15
WV     MTSAT   20131107  0513   26.18  -128.28   425   22.0  243  65.39  0.99  15
WV     MTSAT   20131107  0513   26.15  -130.08   350   30.8  248  63.68  0.54  15
WV     MTSAT   20131107  0513   25.86  -154.93   375    7.1  320  52.24  0.51  15
WV     MTSAT   20131107  0513   26.35  -155.52   375   12.2  277  59.62  0.91  15
WV     MTSAT   20131107  0513   26.36  -156.17   400   10.5  288  75.50  0.72  15
WV     MTSAT   20131107  0513   26.36  -157.56   375   15.8  290  59.60  0.80  15
WV     MTSAT   20131107  0513   26.33  -158.04   400   10.2  286  58.91  0.60  15
WV     MTSAT   20131107  0513   26.94  -172.76   162   13.0  276  45.32  0.73  15
WV     MTSAT   20131107  0513   26.90  -173.76   337   16.7  273  55.01  0.87  15
WV     MTSAT   20131107  0513   27.01  -174.24   275   18.7  271  53.89  0.89  15
WV     MTSAT   20131107  0513   27.06  -175.20   175   18.6  264  51.35  0.88  15
WV     MTSAT   20131107  0513   26.59  -176.28   187   20.0  268  53.68  1.00  15
WV     MTSAT   20131107  0513   26.75  -176.92   187   17.1  261  53.46  1.00  15
WV     MTSAT   20131107  0513   26.97  -177.78   312   17.3  270  58.83  0.94  15
WV     MTSAT   20131107  0513   25.20  -125.91   412   23.5  253  66.07  0.74  15
WV     MTSAT   20131107  0513   25.57  -126.71   412   26.6  258  54.20  0.90  15
WV     MTSAT   20131107  0513   25.05  -138.60   387   14.0  224  66.65  0.99  15
WV     MTSAT   20131107  0513   25.05  -138.80   375   14.5  227  67.35  0.99  15
WV     MTSAT   20131107  0513   25.34  -139.65   375   13.3  232  61.96  0.62  15
WV     MTSAT   20131107  0513   25.51  -154.41   375    6.7  294  58.97  0.68  15
WV     MTSAT   20131107  0513   25.63  -156.18   387   12.4  280  59.72  0.86  15
WV     MTSAT   20131107  0513   25.57  -157.12   387   10.5  293  78.89  0.96  15
WV     MTSAT   20131107  0513   25.54  -159.04   375   16.5  300  56.16  0.72  15
WV     MTSAT   20131107  0513   25.73  -159.78   400   12.1  313  72.82  0.78  15
WV     MTSAT   20131107  0513   25.76  -161.90   425   13.6  342  53.43  0.60  15
WV     MTSAT   20131107  0513   26.10  -171.61   162   13.9  269  42.79  0.91  15
WV     MTSAT   20131107  0513   26.08  -172.22   237   17.4  283  71.51  0.52  15
WV     MTSAT   20131107  0513   25.90  -173.85   287   18.6  268  76.60  0.96  15
WV     MTSAT   20131107  0513   25.94  -174.73   287   15.4  271  64.49  0.92  15
WV     MTSAT   20131107  0513   26.50  -176.24   187   19.6  268  53.61  1.00  15
WV     MTSAT   20131107  0513   26.25  -176.53   187   17.9  262  49.59  1.00  15
WV     MTSAT   20131107  0513   26.17  -177.58   200   12.6  279  65.63  0.74  15
WV     MTSAT   20131107  0513   26.61  -178.36   187   14.8  282  78.03  0.69  15
