 type   sat      day     hms     lat     lon     pre   spd   dir   rff    qi  int
WV     MTSAT   20131107  0513   38.49  -151.75   275   57.0  264  69.07  0.93  15
WV     MTSAT   20131107  0513   38.56  -152.55   287   52.7  268  67.96  0.99  15
WV     MTSAT   20131107  0513   38.95  -153.13   325   45.4  264  59.27  0.82  15
WV     MTSAT   20131107  0513   38.94  -154.42   375   39.9  268  67.25  0.95  15
WV     MTSAT   20131107  0513   38.95  -154.88   350   43.7  274  70.37  0.99  15
WV     MTSAT   20131107  0513   39.16  -156.20   362   41.1  285  68.10  1.00  15
WV     MTSAT   20131107  0513   39.20  -157.18   325   44.7  293  58.78  0.89  15
WV     MTSAT   20131107  0513   39.49  -162.61   412   18.0  269  59.48  0.97  15
WV     MTSAT   20131107  0513   39.49  -165.58   387   15.1  264  67.80  0.96  15
WV     MTSAT   20131107  0513   39.77  -167.71   387   15.4  266  70.99  0.84  15
WV     MTSAT   20131107  0513   40.40  -178.33   437   17.2  268  64.77  0.72  15
WV     MTSAT   20131107  0513   40.32   -88.58   262   30.8  264  75.53  0.82  15
WV     MTSAT   20131107  0513   40.57   -88.82   262   31.4  264  79.37  0.76  15
WV     MTSAT   20131107  0513   40.37   -90.36   262   32.4  267  66.89  0.82  15
WV     MTSAT   20131107  0513   38.65  -118.28   462   21.9  281  58.54  0.53  15
WV     MTSAT   20131107  0513   37.73  -134.54   575   28.9  255  59.48  0.81  15
WV     MTSAT   20131107  0513   37.84  -134.72   537   33.0  251  62.16  0.89  15
WV     MTSAT   20131107  0513   38.14  -135.46   537   33.6  244  68.52  0.90  15
WV     MTSAT   20131107  0513   37.45  -137.81   475   31.3  233  60.26  0.68  15
WV     MTSAT   20131107  0513   37.50  -142.08   475   36.3  226  57.32  1.00  15
WV     MTSAT   20131107  0513   37.77  -143.45   300   57.2  236  68.63  0.96  15
WV     MTSAT   20131107  0513   38.00  -145.51   262   64.7  238  48.79  0.99  15
WV     MTSAT   20131107  0513   37.73  -148.62   350   38.7  251  58.29  0.99  15
WV     MTSAT   20131107  0513   38.11  -149.11   350   40.8  249  60.98  0.97  15
WV     MTSAT   20131107  0513   38.05  -150.98   312   46.1  258  73.77  0.96  15
WV     MTSAT   20131107  0513   38.06  -151.57   300   47.7  259  60.67  0.96  15
WV     MTSAT   20131107  0513   38.23  -151.89   300   50.1  260  59.51  0.99  15
WV     MTSAT   20131107  0513   37.74  -153.07   337   40.8  270  61.66  0.86  15
WV     MTSAT   20131107  0513   37.69  -153.26   375   35.6  265  69.16  0.91  15
WV     MTSAT   20131107  0513   38.14  -154.24   400   35.2  261  61.76  0.99  15
WV     MTSAT   20131107  0513   38.26  -154.76   362   41.4  274  66.32  0.99  15
WV     MTSAT   20131107  0513   38.30  -155.92   362   40.2  282  79.67  0.85  15
WV     MTSAT   20131107  0513   38.37  -156.44   387   36.8  278  58.53  0.64  15
WV     MTSAT   20131107  0513   38.64  -161.59   387   24.2  280  77.47  0.77  15
WV     MTSAT   20131107  0513   38.36  -162.28   412   18.9  272  75.87  0.61  15
WV     MTSAT   20131107  0513   38.53  -162.67   400   19.2  270  79.47  0.77  15
WV     MTSAT   20131107  0513   38.48  -164.81   387   17.3  267  72.75  0.53  15
WV     MTSAT   20131107  0513   38.63  -165.53   400   12.7  274  58.92  0.54  15
WV     MTSAT   20131107  0513   38.94  -168.15   400   14.7  265  69.45  0.88  15
WV     MTSAT   20131107  0513   38.91  -168.54   400   12.8  263  67.73  0.74  15
WV     MTSAT   20131107  0513   38.58  -170.17   400   11.2  266  56.65  0.67  15
WV     MTSAT   20131107  0513   39.41  -175.98   337   23.6  258  50.44  0.55  15
WV     MTSAT   20131107  0513   39.55  -176.41   337   23.5  259  55.16  0.55  15
WV     MTSAT   20131107  0513   39.72  -178.69   437   19.3  270  71.77  0.76  15
WV     MTSAT   20131107  0513   39.80   -88.21   262   28.5  262  76.54  0.86  15
WV     MTSAT   20131107  0513   39.27   -90.51   312   21.1  266  65.67  0.77  15
WV     MTSAT   20131107  0513   38.84   -98.75   325   27.1  270  79.20  0.68  15
WV     MTSAT   20131107  0513   38.84  -100.86   362   28.8  268  61.58  0.94  15
WV     MTSAT   20131107  0513   38.87  -101.18   350   28.3  267  67.86  0.90  15
WV     MTSAT   20131107  0513   38.76  -102.60   362   29.4  268  61.47  0.57  15
WV     MTSAT   20131107  0513   38.29  -103.97   350   28.5  270  68.68  0.86  15
WV     MTSAT   20131107  0513   38.36  -104.44   350   28.3  273  71.43  0.86  15
WV     MTSAT   20131107  0513   38.30  -105.36   400   29.3  271  63.26  0.52  15
WV     MTSAT   20131107  0513   37.76  -109.47   337   35.4  278  71.65  0.96  15
WV     MTSAT   20131107  0513   37.64  -111.60   225   41.6  279  69.61  0.94  15
WV     MTSAT   20131107  0513   37.24  -141.09   362   50.3  243  50.11  0.88  15
WV     MTSAT   20131107  0513   37.31  -144.13   287   60.3  234  51.16  0.99  15
WV     MTSAT   20131107  0513   37.10  -144.49   287   59.8  236  52.25  0.99  15
WV     MTSAT   20131107  0513   37.13  -146.51   287   54.6  247  71.25  0.88  15
WV     MTSAT   20131107  0513   36.77  -146.62   337   45.6  247  64.46  0.96  15
WV     MTSAT   20131107  0513   36.79  -148.03   275   52.4  252  63.03  0.98  15
WV     MTSAT   20131107  0513   37.01  -148.86   287   49.5  252  59.83  0.99  15
WV     MTSAT   20131107  0513   37.16  -150.88   287   47.0  264  74.00  0.81  15
WV     MTSAT   20131107  0513   37.04  -152.11   350   39.8  262  63.48  0.86  15
WV     MTSAT   20131107  0513   37.60  -155.45   387   37.4  276  62.44  0.95  15
WV     MTSAT   20131107  0513   37.55  -162.99   425   16.5  262  64.28  0.93  15
WV     MTSAT   20131107  0513   37.71  -168.74   387   12.8  284  65.67  0.56  15
WV     MTSAT   20131107  0513   37.54  -169.34   400    7.5  261  57.19  0.54  15
WV     MTSAT   20131107  0513   38.35  -178.26   250   66.5  231  50.00  1.00  15
WV     MTSAT   20131107  0513   38.99   -89.41   275   23.7  271  63.21  0.52  15
WV     MTSAT   20131107  0513   38.34   -91.98   325   20.3  266  77.12  0.91  15
WV     MTSAT   20131107  0513   38.23   -92.59   325   19.5  268  71.51  0.78  15
WV     MTSAT   20131107  0513   37.56  -100.33   312   26.7  268  73.90  0.87  15
WV     MTSAT   20131107  0513   37.58  -101.46   312   26.5  269  76.35  0.82  15
WV     MTSAT   20131107  0513   37.89  -103.66   350   25.6  269  79.45  0.87  15
WV     MTSAT   20131107  0513   37.59  -104.93   350   23.8  266  59.96  0.75  15
WV     MTSAT   20131107  0513   37.38  -109.85   325   36.3  275  65.37  0.98  15
WV     MTSAT   20131107  0513   37.52  -110.06   337   33.1  277  68.48  0.88  15
WV     MTSAT   20131107  0513   36.79  -111.89   237   41.9  277  68.79  0.98  15
WV     MTSAT   20131107  0513   37.01  -112.56   237   40.9  278  74.90  0.98  15
WV     MTSAT   20131107  0513   36.94  -119.02   412   32.2  277  67.96  1.00  15
WV     MTSAT   20131107  0513   36.84  -119.16   412   33.1  278  67.31  1.00  15
WV     MTSAT   20131107  0513   36.89  -120.32   437   28.3  275  75.96  0.57  15
WV     MTSAT   20131107  0513   36.54  -144.22   287   56.5  236  51.24  0.94  15
WV     MTSAT   20131107  0513   36.00  -146.04   300   46.0  248  72.81  1.00  15
WV     MTSAT   20131107  0513   36.62  -146.79   300   45.8  251  61.46  0.94  15
WV     MTSAT   20131107  0513   36.28  -147.32   275   49.9  257  63.48  0.95  15
WV     MTSAT   20131107  0513   36.35  -148.68   287   45.5  256  70.07  0.99  15
WV     MTSAT   20131107  0513   36.36  -149.29   275   47.0  260  67.98  0.99  15
WV     MTSAT   20131107  0513   36.58  -150.17   312   43.8  262  56.24  0.99  15
WV     MTSAT   20131107  0513   36.18  -150.44   287   44.0  268  64.23  0.98  15
WV     MTSAT   20131107  0513   36.62  -151.75   337   34.4  263  58.82  0.70  15
WV     MTSAT   20131107  0513   36.56  -153.12   400   34.4  266  58.24  0.99  15
WV     MTSAT   20131107  0513   36.26  -153.50   350   34.5  268  68.39  0.65  15
WV     MTSAT   20131107  0513   37.05  -163.17   437   15.5  268  77.12  0.69  15
WV     MTSAT   20131107  0513   36.91  -165.51   412   13.4  252  55.95  0.53  15
WV     MTSAT   20131107  0513   36.81  -165.63   425   12.0  251  59.40  0.54  15
WV     MTSAT   20131107  0513   37.32  -168.27   400   13.3  275  60.83  0.88  15
WV     MTSAT   20131107  0513   37.49  -169.37   400    7.7  255  54.34  0.61  15
WV     MTSAT   20131107  0513   37.19  -175.97   275   65.1  225  50.00  0.98  15
WV     MTSAT   20131107  0513   37.30  -176.81   250   65.5  229  50.00  0.99  15
WV     MTSAT   20131107  0513   37.84  -177.76   250   66.2  229  50.00  1.00  15
WV     MTSAT   20131107  0513   37.47  -178.50   250   63.9  231  48.47  1.00  15
WV     MTSAT   20131107  0513   37.75   -92.01   312   19.9  264  77.76  0.94  15
WV     MTSAT   20131107  0513   38.07   -92.01   312   20.5  265  76.98  0.94  15
WV     MTSAT   20131107  0513   37.27   -94.72   300   27.3  257  56.85  0.87  15
WV     MTSAT   20131107  0513   37.24   -95.05   300   27.4  258  59.29  0.85  15
WV     MTSAT   20131107  0513   37.13   -96.50   287   30.4  261  54.59  0.98  15
WV     MTSAT   20131107  0513   37.05   -97.44   312   28.6  264  58.24  0.83  15
WV     MTSAT   20131107  0513   36.82  -100.47   300   25.8  268  76.65  0.92  15
WV     MTSAT   20131107  0513   36.79  -100.96   300   25.7  268  76.90  0.92  15
WV     MTSAT   20131107  0513   36.71  -102.71   300   23.4  272  59.31  0.79  15
WV     MTSAT   20131107  0513   36.52  -103.22   300   22.8  272  55.65  0.82  15
WV     MTSAT   20131107  0513   36.73  -103.98   262   31.4  271  66.74  0.94  15
WV     MTSAT   20131107  0513   36.81  -104.98   312   31.8  269  56.90  0.79  15
WV     MTSAT   20131107  0513   36.43  -106.19   275   30.3  268  69.31  0.92  15
WV     MTSAT   20131107  0513   36.70  -106.75   287   35.0  269  57.34  0.72  15
WV     MTSAT   20131107  0513   36.21  -110.48   400   27.8  272  74.40  0.93  15
WV     MTSAT   20131107  0513   36.29  -111.84   312   37.6  272  54.24  0.96  15
WV     MTSAT   20131107  0513   36.05  -122.25   450   25.5  281  63.38  0.88  15
WV     MTSAT   20131107  0513   36.03  -122.85   450   25.7  278  73.42  0.83  15
WV     MTSAT   20131107  0513   35.72  -140.65   412   41.0  240  76.29  0.83  15
WV     MTSAT   20131107  0513   35.37  -141.97   337   50.7  236  53.95  0.98  15
WV     MTSAT   20131107  0513   35.23  -142.96   287   51.5  244  73.52  0.97  15
WV     MTSAT   20131107  0513   35.53  -143.75   275   50.5  251  51.83  0.92  15
WV     MTSAT   20131107  0513   35.43  -143.93   287   48.7  251  52.23  0.93  15
WV     MTSAT   20131107  0513   35.40  -145.48   300   45.6  249  74.66  1.00  15
WV     MTSAT   20131107  0513   35.56  -146.18   325   40.2  251  67.89  1.00  15
WV     MTSAT   20131107  0513   35.87  -146.81   287   47.5  253  73.65  0.98  15
WV     MTSAT   20131107  0513   35.42  -147.32   300   42.1  255  73.71  0.96  15
WV     MTSAT   20131107  0513   35.84  -148.52   300   42.2  259  71.68  0.97  15
WV     MTSAT   20131107  0513   35.60  -148.77   300   40.0  258  67.99  0.99  15
WV     MTSAT   20131107  0513   35.81  -149.45   300   40.6  263  69.72  0.92  15
WV     MTSAT   20131107  0513   35.49  -150.90   350   34.3  255  56.23  0.84  15
WV     MTSAT   20131107  0513   36.49  -165.28   425   12.5  261  67.04  0.57  15
WV     MTSAT   20131107  0513   36.93  -175.93   300   62.9  226  50.00  0.96  15
WV     MTSAT   20131107  0513   37.17  -177.17   250   65.0  229  50.00  1.00  15
WV     MTSAT   20131107  0513   37.32  -178.52   250   61.8  231  55.50  1.00  15
WV     MTSAT   20131107  0513   37.29  -178.90   250   59.1  232  76.74  0.99  15
WV     MTSAT   20131107  0513   36.60   -93.40   300   25.1  257  57.26  0.84  15
WV     MTSAT   20131107  0513   36.93   -94.42   300   24.9  252  56.66  0.74  15
WV     MTSAT   20131107  0513   36.57   -95.65   287   26.6  257  65.09  0.87  15
WV     MTSAT   20131107  0513   36.85   -96.08   287   27.9  259  63.26  0.87  15
WV     MTSAT   20131107  0513   36.75   -97.33   287   28.0  263  68.31  0.90  15
WV     MTSAT   20131107  0513   36.50   -99.96   312   25.7  268  71.57  0.86  15
WV     MTSAT   20131107  0513   36.57  -100.45   312   25.8  269  70.63  0.94  15
WV     MTSAT   20131107  0513   36.34  -102.19   337   23.6  273  64.06  0.56  15
WV     MTSAT   20131107  0513   36.36  -102.69   300   22.7  273  55.33  0.79  15
WV     MTSAT   20131107  0513   36.25  -104.21   275   28.5  271  64.37  0.90  15
WV     MTSAT   20131107  0513   36.31  -104.86   262   31.2  270  68.33  0.91  15
WV     MTSAT   20131107  0513   36.13  -106.12   275   30.5  268  72.65  0.94  15
WV     MTSAT   20131107  0513   35.95  -106.52   275   30.8  269  70.53  0.95  15
WV     MTSAT   20131107  0513   35.67  -107.79   312   31.1  268  68.78  0.63  15
WV     MTSAT   20131107  0513   35.33  -109.16   425   25.6  263  68.22  0.96  15
WV     MTSAT   20131107  0513   35.39  -109.98   387   26.4  265  65.51  0.98  15
WV     MTSAT   20131107  0513   35.71  -110.44   400   27.0  270  74.06  0.88  15
WV     MTSAT   20131107  0513   35.68  -110.90   387   29.6  272  72.56  0.97  15
WV     MTSAT   20131107  0513   35.38  -112.79   387   30.3  269  65.67  0.89  15
WV     MTSAT   20131107  0513   35.75  -114.24   275   32.9  272  55.55  0.99  15
WV     MTSAT   20131107  0513   35.51  -115.02   287   33.3  279  58.74  0.72  15
WV     MTSAT   20131107  0513   35.36  -122.04   500   21.5  264  53.02  0.53  15
WV     MTSAT   20131107  0513   34.92  -140.60   325   52.6  232  53.00  0.97  15
WV     MTSAT   20131107  0513   34.92  -140.87   312   52.7  232  50.46  0.98  15
WV     MTSAT   20131107  0513   34.58  -141.77   312   47.4  246  54.76  1.00  15
WV     MTSAT   20131107  0513   34.93  -142.59   287   48.5  244  65.13  0.98  15
WV     MTSAT   20131107  0513   34.98  -143.04   287   48.9  245  75.28  0.98  15
WV     MTSAT   20131107  0513   35.09  -143.86   300   46.5  244  69.81  0.99  15
WV     MTSAT   20131107  0513   35.00  -145.45   300   44.9  252  70.76  1.00  15
WV     MTSAT   20131107  0513   35.10  -145.59   300   43.9  251  76.40  0.98  15
WV     MTSAT   20131107  0513   35.11  -146.28   287   44.6  257  66.54  0.98  15
WV     MTSAT   20131107  0513   34.97  -146.86   312   39.8  253  64.15  0.98  15
WV     MTSAT   20131107  0513   35.19  -150.81   325   36.7  261  59.90  0.95  15
WV     MTSAT   20131107  0513   35.16  -151.45   375   34.5  262  61.92  0.85  15
WV     MTSAT   20131107  0513   35.22  -152.12   425   29.1  262  62.52  0.91  15
WV     MTSAT   20131107  0513   35.15  -164.61   462   12.9  263  53.98  0.70  15
WV     MTSAT   20131107  0513   35.35  -166.58   412    9.9  282  76.11  0.64  15
WV     MTSAT   20131107  0513   35.46  -166.84   400   11.0  275  62.08  0.65  15
WV     MTSAT   20131107  0513   35.25  -167.56   412    9.4  283  73.66  0.59  15
WV     MTSAT   20131107  0513   36.37  -176.02   287   60.1  224  50.00  0.96  15
WV     MTSAT   20131107  0513   36.20  -178.65   250   56.9  235  58.89  0.99  15
WV     MTSAT   20131107  0513   36.16   -92.47   325   19.0  258  70.43  0.77  15
WV     MTSAT   20131107  0513   35.96   -93.68   300   21.6  263  67.52  0.76  15
WV     MTSAT   20131107  0513   35.83   -94.72   300   21.2  260  60.54  0.86  15
WV     MTSAT   20131107  0513   36.17   -95.63   300   22.6  258  63.40  0.78  15
WV     MTSAT   20131107  0513   36.08   -96.80   287   25.9  264  70.74  0.84  15
WV     MTSAT   20131107  0513   35.36   -98.90   275   31.4  266  69.97  0.89  15
WV     MTSAT   20131107  0513   35.48   -99.36   275   33.5  261  57.04  0.99  15
WV     MTSAT   20131107  0513   35.52  -101.58   275   37.1  263  46.71  0.90  15
WV     MTSAT   20131107  0513   35.48  -103.63   237   38.9  263  67.93  0.69  15
WV     MTSAT   20131107  0513   35.01  -104.77   237   40.0  261  58.31  0.96  15
WV     MTSAT   20131107  0513   34.97  -105.40   237   40.3  267  77.34  0.95  15
WV     MTSAT   20131107  0513   35.26  -106.25   225   42.6  269  68.40  0.59  15
WV     MTSAT   20131107  0513   35.17  -109.41   425   25.3  264  71.41  0.98  15
WV     MTSAT   20131107  0513   34.92  -110.31   375   28.1  268  74.53  0.99  15
WV     MTSAT   20131107  0513   34.96  -110.52   375   28.5  269  76.09  1.00  15
WV     MTSAT   20131107  0513   35.07  -111.24   375   29.9  272  69.10  0.98  15
WV     MTSAT   20131107  0513   35.03  -112.77   400   31.9  269  67.70  0.99  15
WV     MTSAT   20131107  0513   35.02  -112.99   400   31.5  269  72.93  0.99  15
WV     MTSAT   20131107  0513   35.01  -114.05   275   34.8  277  72.96  0.84  15
WV     MTSAT   20131107  0513   34.89  -114.52   387   33.7  276  71.64  0.98  15
WV     MTSAT   20131107  0513   34.45  -115.52   350   35.8  276  73.11  0.98  15
WV     MTSAT   20131107  0513   33.95  -139.39   387   45.8  244  57.08  0.73  15
WV     MTSAT   20131107  0513   34.34  -140.32   337   50.2  235  63.97  0.99  15
WV     MTSAT   20131107  0513   34.24  -141.31   312   47.3  246  55.60  1.00  15
WV     MTSAT   20131107  0513   33.86  -143.13   312   40.7  250  67.35  0.86  15
WV     MTSAT   20131107  0513   34.37  -151.37   375   31.2  264  67.67  0.91  15
WV     MTSAT   20131107  0513   33.89  -151.67   375   27.9  269  68.76  0.90  15
WV     MTSAT   20131107  0513   34.45  -154.46   337   34.5  273  54.63  0.81  15
WV     MTSAT   20131107  0513   34.81  -164.90   450   12.8  267  53.04  0.57  15
WV     MTSAT   20131107  0513   34.96  -166.85   412   10.1  270  58.94  0.82  15
WV     MTSAT   20131107  0513   34.97  -169.74   425   11.4  281  60.09  0.50  15
WV     MTSAT   20131107  0513   34.97  -169.80   425   12.0  280  57.45  0.52  15
WV     MTSAT   20131107  0513   34.95  -175.16   337   42.6  231  50.11  1.00  15
WV     MTSAT   20131107  0513   35.43  -176.30   300   51.5  223  60.92  0.94  15
WV     MTSAT   20131107  0513   35.62   -86.69   337   10.2  260  66.93  0.60  15
WV     MTSAT   20131107  0513   35.60   -86.90   337   11.2  263  70.36  0.60  15
WV     MTSAT   20131107  0513   35.63   -92.73   312   19.7  259  70.82  0.94  15
WV     MTSAT   20131107  0513   35.63   -93.36   312   20.7  261  71.53  0.85  15
WV     MTSAT   20131107  0513   34.88   -95.89   287   29.0  256  61.51  0.83  15
WV     MTSAT   20131107  0513   35.04   -96.49   300   28.1  257  64.94  0.85  15
WV     MTSAT   20131107  0513   34.77   -97.48   300   27.3  263  70.55  0.77  15
WV     MTSAT   20131107  0513   34.91   -98.28   287   30.1  259  64.64  0.87  15
WV     MTSAT   20131107  0513   34.93   -99.35   287   31.7  260  61.96  0.95  15
WV     MTSAT   20131107  0513   35.09  -100.63   275   33.3  260  59.82  0.92  15
WV     MTSAT   20131107  0513   34.90  -101.22   275   34.6  259  55.59  0.95  15
WV     MTSAT   20131107  0513   34.77  -102.32   287   34.0  260  52.84  0.90  15
WV     MTSAT   20131107  0513   34.46  -104.00   287   32.5  262  62.99  0.99  15
WV     MTSAT   20131107  0513   34.24  -105.15   287   33.1  262  63.35  0.91  15
WV     MTSAT   20131107  0513   34.22  -105.58   262   35.8  261  57.47  0.56  15
WV     MTSAT   20131107  0513   34.22  -106.28   275   35.5  265  68.90  0.91  15
WV     MTSAT   20131107  0513   34.11  -107.27   287   36.6  266  58.32  0.99  15
WV     MTSAT   20131107  0513   34.23  -108.51   275   37.6  269  66.37  0.78  15
WV     MTSAT   20131107  0513   34.12  -115.33   312   35.6  276  66.57  0.99  15
WV     MTSAT   20131107  0513   34.11  -116.45   287   37.9  281  58.82  0.51  15
WV     MTSAT   20131107  0513   33.71  -129.85   462   27.8  268  58.07  0.69  15
WV     MTSAT   20131107  0513   33.57  -136.82   387   48.7  237  60.07  0.83  15
WV     MTSAT   20131107  0513   33.23  -138.47   362   50.3  235  63.79  0.99  15
WV     MTSAT   20131107  0513   33.42  -138.68   362   49.1  235  66.34  0.99  15
WV     MTSAT   20131107  0513   33.51  -140.41   312   46.9  241  65.74  0.98  15
WV     MTSAT   20131107  0513   33.51  -140.50   312   48.2  241  73.47  0.96  15
WV     MTSAT   20131107  0513   33.47  -142.54   337   37.5  244  66.15  0.91  15
WV     MTSAT   20131107  0513   33.52  -143.16   312   41.1  248  71.00  0.98  15
WV     MTSAT   20131107  0513   33.68  -150.63   362   29.7  273  54.26  0.71  15
WV     MTSAT   20131107  0513   33.60  -151.53   375   25.2  269  64.63  0.94  15
WV     MTSAT   20131107  0513   33.76  -152.06   350   29.7  273  66.48  0.79  15
WV     MTSAT   20131107  0513   34.15  -166.26   437   10.1  289  64.91  0.50  15
WV     MTSAT   20131107  0513   34.61  -171.98   487   10.7  284  73.95  0.61  15
WV     MTSAT   20131107  0513   34.72  -173.84   300   48.7  215  53.31  0.96  15
WV     MTSAT   20131107  0513   34.78  -175.61   312   43.2  218  56.20  0.97  15
WV     MTSAT   20131107  0513   34.81  -176.73   287   48.0  223  65.74  0.96  15
WV     MTSAT   20131107  0513   35.31   -86.78   325    9.9  259  63.63  0.63  15
WV     MTSAT   20131107  0513   34.64   -93.25   312   22.5  249  57.04  0.90  15
WV     MTSAT   20131107  0513   34.23   -94.07   312   25.9  254  65.16  0.93  15
WV     MTSAT   20131107  0513   34.56   -96.30   300   28.9  261  78.75  0.88  15
WV     MTSAT   20131107  0513   34.27   -97.44   325   25.4  256  58.78  0.96  15
WV     MTSAT   20131107  0513   34.37   -99.54   325   23.7  254  53.35  0.57  15
WV     MTSAT   20131107  0513   34.04  -100.75   312   26.9  257  57.41  0.78  15
WV     MTSAT   20131107  0513   33.92  -101.78   350   20.4  267  60.11  0.67  15
WV     MTSAT   20131107  0513   34.02  -102.47   325   25.0  262  71.57  0.75  15
WV     MTSAT   20131107  0513   33.90  -103.60   312   26.4  262  71.08  0.87  15
WV     MTSAT   20131107  0513   33.71  -105.03   300   30.4  266  71.66  0.94  15
WV     MTSAT   20131107  0513   33.75  -105.24   300   30.4  265  75.90  0.91  15
WV     MTSAT   20131107  0513   33.60  -106.15   300   31.9  261  65.29  0.98  15
WV     MTSAT   20131107  0513   33.33  -107.31   300   32.0  266  76.48  0.98  15
WV     MTSAT   20131107  0513   33.39  -108.02   287   35.5  268  77.73  0.95  15
WV     MTSAT   20131107  0513   33.33  -109.11   287   35.0  272  72.19  1.00  15
WV     MTSAT   20131107  0513   33.29  -110.60   275   41.2  273  60.04  0.59  15
WV     MTSAT   20131107  0513   33.10  -114.47   287   35.9  272  67.44  0.98  15
WV     MTSAT   20131107  0513   33.09  -114.57   287   36.0  272  67.94  0.99  15
WV     MTSAT   20131107  0513   32.85  -137.06   300   60.5  234  49.29  0.98  15
WV     MTSAT   20131107  0513   32.85  -137.59   350   53.0  231  51.14  0.95  15
WV     MTSAT   20131107  0513   32.47  -138.26   312   51.5  241  75.95  0.97  15
WV     MTSAT   20131107  0513   32.80  -138.91   325   49.4  239  71.82  0.95  15
WV     MTSAT   20131107  0513   32.66  -140.89   325   39.6  246  61.21  0.80  15
WV     MTSAT   20131107  0513   32.81  -142.82   337   34.8  250  63.36  0.98  15
WV     MTSAT   20131107  0513   32.97  -162.85   375   32.5  307  53.31  0.92  15
WV     MTSAT   20131107  0513   33.01  -163.71   425   22.3  307  61.93  0.98  15
WV     MTSAT   20131107  0513   33.63  -170.28   300   18.3  241  51.58  0.52  15
WV     MTSAT   20131107  0513   33.28  -171.73   275   21.6  231  56.99  0.73  15
WV     MTSAT   20131107  0513   33.98  -173.79   300   40.6  211  58.00  0.76  15
WV     MTSAT   20131107  0513   33.94  -174.71   300   49.9  208  50.94  0.87  15
WV     MTSAT   20131107  0513   33.50  -175.48   300   45.4  211  59.96  0.99  15
WV     MTSAT   20131107  0513   33.70  -176.38   287   45.2  216  61.11  0.95  15
WV     MTSAT   20131107  0513   33.86  -178.09   275   38.8  227  67.19  0.99  15
WV     MTSAT   20131107  0513   33.82  -178.19   262   38.5  230  65.62  0.99  15
WV     MTSAT   20131107  0513   34.04   -93.93   337   21.6  258  62.74  0.72  15
WV     MTSAT   20131107  0513   33.44   -94.72   350   22.6  263  54.32  0.93  15
WV     MTSAT   20131107  0513   33.23  -104.22   325   24.1  262  56.58  0.93  15
WV     MTSAT   20131107  0513   32.91  -105.52   312   28.5  263  65.05  0.97  15
WV     MTSAT   20131107  0513   33.10  -106.34   312   30.9  264  75.07  0.98  15
WV     MTSAT   20131107  0513   33.12  -106.79   325   28.9  264  78.16  0.98  15
WV     MTSAT   20131107  0513   32.94  -107.39   312   31.9  265  74.56  0.99  15
WV     MTSAT   20131107  0513   32.73  -108.55   300   33.1  266  67.93  0.99  15
WV     MTSAT   20131107  0513   32.42  -109.84   387   30.2  271  57.34  0.78  15
WV     MTSAT   20131107  0513   32.53  -112.40   487   24.7  261  66.85  0.99  15
WV     MTSAT   20131107  0513   32.79  -113.75   412   30.1  266  65.11  0.98  15
WV     MTSAT   20131107  0513   32.61  -114.69   300   34.7  272  74.39  1.00  15
WV     MTSAT   20131107  0513   32.40  -115.17   312   35.2  271  66.24  1.00  15
WV     MTSAT   20131107  0513   32.28  -115.61   300   35.9  272  72.10  1.00  15
WV     MTSAT   20131107  0513   31.62  -133.94   350   53.5  235  55.76  0.71  15
WV     MTSAT   20131107  0513   31.84  -134.88   350   51.2  236  73.52  0.97  15
WV     MTSAT   20131107  0513   31.93  -135.09   350   51.2  235  70.57  0.98  15
WV     MTSAT   20131107  0513   32.15  -137.31   362   47.1  237  75.23  0.98  15
WV     MTSAT   20131107  0513   32.10  -137.79   312   49.3  241  64.35  0.98  15
WV     MTSAT   20131107  0513   32.20  -143.06   312   34.5  256  54.89  0.84  15
WV     MTSAT   20131107  0513   32.17  -153.16   387   21.6  268  61.01  0.77  15
WV     MTSAT   20131107  0513   32.58  -163.77   425   22.8  312  64.97  0.97  15
WV     MTSAT   20131107  0513   32.80  -167.31   487    8.7  327  66.29  0.60  15
WV     MTSAT   20131107  0513   32.76  -167.56   487    9.5  327  74.12  0.58  15
WV     MTSAT   20131107  0513   32.97  -171.36   275   18.3  232  61.31  0.65  15
WV     MTSAT   20131107  0513   33.03  -171.55   350   21.6  231  59.21  0.52  15
WV     MTSAT   20131107  0513   33.21  -172.99   300   36.9  212  57.86  0.83  15
WV     MTSAT   20131107  0513   32.64  -173.17   300   39.0  203  59.77  0.99  15
WV     MTSAT   20131107  0513   32.99  -174.27   300   41.3  202  50.83  0.92  15
WV     MTSAT   20131107  0513   33.31  -175.50   300   44.8  211  58.75  1.00  15
WV     MTSAT   20131107  0513   32.76  -176.03   300   39.2  211  61.47  0.95  15
WV     MTSAT   20131107  0513   33.41  -177.81   262   37.4  227  69.73  0.99  15
WV     MTSAT   20131107  0513   33.50  -178.49   287   34.9  223  74.55  0.94  15
WV     MTSAT   20131107  0513   32.13  -108.33   337   30.1  264  76.92  0.97  15
WV     MTSAT   20131107  0513   32.34  -108.73   325   31.1  266  76.92  0.98  15
WV     MTSAT   20131107  0513   31.81  -109.83   337   31.8  269  74.25  0.98  15
WV     MTSAT   20131107  0513   32.01  -113.22   437   21.4  261  54.49  0.99  15
WV     MTSAT   20131107  0513   31.99  -113.84   387   30.2  267  65.09  0.73  15
WV     MTSAT   20131107  0513   32.04  -114.63   375   30.1  271  73.53  0.99  15
